Kanji,Level,HanViet,On_Kana,On_Romaji,Kun_Kana,Kun_Romaji,Examples
腸,3,Tràng,チョウ,chou,はらわた,harawata,胃腸 (いちょう) [ichou]: Stomach and intestines; 大腸 (だいちょう) [daichou]: Large intestine
低,3,Đê,テイ,tei,"ひく.い, ひく.める, ひく.まる","hikui, hikumeru, hikumaru",低い (ひくい) [hikui]: Low; 最低 (さいてい) [saitei]: Lowest/Worst
底,3,Để,テイ,tei,そこ,soko,底 (そこ) [soko]: Bottom; 海底 (かいてい) [kaitei]: Seabed
停,3,Đình,テイ,tei,と.める,tomeru,停留所 (ていりゅうじょ) [teiryujou]: Bus stop; 停電 (ていでん) [teiden]: Power outage
的,3,Đích,テキ,teki,まと,mato,目的 (もくてき) [mokuteki]: Purpose; 個人的 (こじんてき) [kojinteki]: Personal
典,3,Điển,テン,ten,,,辞典 (じてん) [jiten]: Dictionary; 古典 (こてん) [koten]: Classic
伝,3,Truyền,デン,den,"つた.わる, つた.える, つた.う, つて","tsutawaru, tsutaeru, tsutau, tsute",手伝う (てつだう) [tetsudau]: To help; 伝説 (でんせつ) [densetsu]: Legend
徒,3,Đồ,ト,to,いたずら,itazura,生徒 (せいと) [seito]: Pupil; 徒歩 (とほ) [toho]: Walking
努,3,Nỗ,ド,do,つと.める,tsutomeru,努力 (どりょく) [doryoku]: Effort; 努める (つとめる) [tsutomeru]: To endeavor
灯,3,Đăng,トウ,tou,"ひ, ほ-, ともしび, とも.す","hi, ho-, tomoshibi, tomosu",灯台 (とうだい) [toudai]: Lighthouse; 街灯 (がいとう) [gaitou]: Streetlight
堂,4,Đường,ドウ,dou,,,食堂 (しょくどう) [shokudou]: Cafeteria; 講堂 (こうどう) [koudou]: Auditorium
働,4,Động,ドウ,dou,はたら.く,hataraku,働く (はたらく) [hataraku]: To work; 労働 (ろうどう) [roudou]: Labor
特,4,Đặc,トク,toku,,,特別 (とくべつ) [tokubetsu]: Special; 特急 (とっきゅう) [tokkyuu]: Limited express
得,3,Đắc,トク,toku,"え.る, う.る","eru, uru",得意 (とくい) [tokui]: Strong point/Proud; 納得 (なっとく) [nattoku]: Agreement/Consent
毒,3,Độc,ドク,doku,,,毒 (どく) [doku]: Poison; 中毒 (ちゅうどく) [chuudoku]: Addiction/Poisoning
熱,3,Nhiệt,ネツ,netsu,あつ.い,atsui,熱 (ねつ) [netsu]: Fever/Heat; 熱心 (ねっしん) [nesshin]: Enthusiastic
念,3,Niệm,ネン,nen,,,残念 (ざんねん) [zannen]: Pity; 記念 (きねん) [kinen]: Commemoration
敗,3,Bại,ハイ,hai,やぶ.れる,yabureru,失敗 (しっぱい) [shippai]: Failure; 勝敗 (しょうはい) [shouhai]: Victory or defeat
梅,2,Mai,バイ,bai,うめ,ume,梅 (うめ) [ume]: Plum; 梅雨 (つゆ) [tsuyu]: Rainy season
博,3,Bác,"ハク, バク","haku, baku",,,博物館 (はくぶつかん) [hakubutsukan]: Museum; 博士 (はかせ) [hakase]: Doctor/PhD
飯,4,Phạn,ハン,han,めし,meshi,ご飯 (ごはん) [gohan]: Rice/Meal; 夕飯 (ゆうはん) [yuuhan]: Dinner
飛,3,Phi,ヒ,hi,"と.ぶ, と.ばす","tobu, tobasu",飛行機 (ひこうき) [hikouki]: Airplane; 飛ぶ (とぶ) [tobu]: To fly
費,3,Phí,ヒ,hi,つい.やす,tsuiyasu,費用 (ひよう) [hiyou]: Cost; 消費 (しょうひ) [shouhi]: Consumption
必,3,Tất,ヒツ,hitsu,かなら.ず,kanarazu,必要 (ひつよう) [hitsuyou]: Necessary; 必ず (かならず) [kanarazu]: Surely
票,3,Phiếu,ヒョウ,hyou,,,投票 (とうひょう) [touhyou]: Voting; 伝票 (でんぴょう) [denpyou]: Slip/Voucher
標,3,Tiêu,ヒョウ,hyou,しるべ,shirube,目標 (もくひょう) [mokuhyou]: Goal; 標識 (ひょうしき) [hyoushiki]: Sign/Mark
不,4,Bất,"フ, ブ","fu, bu",,,不安 (ふあん) [fuan]: Anxiety; 不足 (ふそく) [fusoku]: Insufficiency
夫,3,Phu,"フ, フウ","fu, fuu","おっと, そ.れ","otto, sore",夫 (おっと) [otto]: Husband; 夫婦 (ふうふ) [fuufu]: Married couple
付,3,Phó,フ,fu,"つ.ける, -づ.ける, つ.く, -づ.く, つ.き, -づ.き, -つ.き, -づ.け","tsukeru, -zukeru, tsuku, -zuku, tsuki, -zuki, -tsuki, -zuke",付ける (つける) [tsukeru]: To attach; 受付 (うけつけ) [uketsuke]: Reception
府,3,Phủ,フ,fu,,,政府 (せいふ) [seifu]: Government; 大阪府 (おおさかふ) [oosakafu]: Osaka Prefecture
副,3,Phó,フク,fuku,,,副作用 (ふくさよう) [fukusayou]: Side effect; 副社長 (ふくしゃちょう) [fukushachou]: Vice president
粉,3,Phấn,フン,fun,"こな, こ","kona, ko",花粉 (かふん) [kafun]: Pollen; 小麦粉 (こむぎこ) [komugiko]: Flour
兵,3,Binh,"ヘイ, ヒョウ","hei, hyou",,,兵士 (へいし) [heishi]: Soldier; 兵器 (へいき) [heiki]: Weapon
別,4,Biệt,ベツ,betsu,わか.れる,wakareru,別れる (わかれる) [wakareru]: To separate; 特別 (とくべつ) [tokubetsu]: Special
辺,3,Biên,ヘン,hen,あた.り,atari,辺り (あたり) [atari]: Vicinity; 海辺 (うみべ) [umibe]: Seaside
変,3,Biến,ヘン,hen,か.わる,kawaru,変 (へん) [hen]: Strange; 変化 (へんか) [henka]: Change
便,4,Tiện,"ベン, ビン","ben, bin",たよ.り,tayori,便利 (べんり) [benri]: Convenient; 郵便 (ゆうびん) [yuubin]: Mail
包,3,Bao,ホウ,hou,つつ.む,tsutsumu,包む (つつむ) [tsutsumu]: To wrap; 包帯 (ほうたい) [houtai]: Bandage
法,3,Pháp,"ホウ, ハッ, ホッ","hou, hatsu, hotsu",,,法律 (ほうりつ) [houritsu]: Law; 方法 (ほうほう) [houhou]: Method
望,3,Vọng,"ボウ, モウ","bou, mou",のぞ.む,nozomu,希望 (きぼう) [kibou]: Hope; 失望 (しつぼう) [shitsubou]: Despair
牧,3,Mục,ボク,boku,まき,maki,牧場 (ぼくじょう) [bokujou]: Ranch; 牧師 (ぼくし) [bokushi]: Pastor
末,3,Mạt,"マツ, バツ","matsu, batsu",すえ,sue,年末 (ねんまつ) [nenmatsu]: Year end; 結末 (けつまつ) [ketsumatsu]: Conclusion
満,3,Mãn,マン,man,み.ちる,michiru,満員 (まんいん) [manin]: Full (people); 満足 (まんぞく) [manzoku]: Satisfaction
未,3,Vị,ミ,mi,いま.だ,imada,未来 (みらい) [mirai]: Future; 未満 (みまん) [miman]: Less than
脈,3,Mạch,ミャク,myaku,,,脈 (みゃく) [myaku]: Pulse; 山脈 (さんみゃく) [sanmyaku]: Mountain range
民,4,Dân,ミン,min,たみ,tami,国民 (こくみん) [kokumin]: Citizen; 民主主義 (みんしゅしゅぎ) [minshushugi]: Democracy
無,3,Vô,"ム, ブ","mu, bu",な.い,nai,無理 (むり) [muri]: Impossible; 無料 (むりょう) [muryou]: Free
約,3,Ước,ヤク,yaku,,,約束 (やくそく) [yakusoku]: Promise; 予約 (よやく) [yoyaku]: Reservation
勇,3,Dũng,ユウ,yuu,いさ.む,isamu,勇気 (ゆうき) [yuuki]: Courage; 勇ましい (いさましい) [isamashii]: Brave
要,3,Yếu,ヨウ,you,い.る,iru,必要 (ひつよう) [hitsuyou]: Necessary; 重要 (じゅうよう) [juuyou]: Important
養,3,Dưỡng,ヨウ,you,やしな.う,yashinau,栄養 (えいよう) [eiyou]: Nutrition; 休養 (きゅうよう) [kyuuyou]: Rest/Recuperation
浴,3,Dục,ヨク,yoku,あ.びる,abiru,浴びる (あびる) [abiru]: To bathe; 浴室 (よくしつ) [yokushitsu]: Bathroom
利,4,Lợi,リ,ri,き.く,kiku,便利 (べんり) [benri]: Convenient; 利益 (りえき) [rieki]: Profit
陸,3,Lục,リク,riku,,,大陸 (たいりく) [tairiku]: Continent; 着陸 (ちゃくりく) [chakuriku]: Landing
良,4,Lương,リョウ,ryou,よ.い,yoi,良い (よい) [yoi]: Good; 良心 (りょうしん) [ryoushin]: Conscience
料,4,Liệu,リョウ,ryou,,,料理 (りょうり) [ryouri]: Cooking; 料金 (りょうきん) [ryoukin]: Fee
量,3,Lượng,リョウ,ryou,はか.る,hakaru,量 (りょう) [ryou]: Quantity; 重量 (じゅうりょう) [juuryou]: Weight
輪,3,Luân,リン,rin,わ,wa,指輪 (ゆびわ) [yubiwa]: Ring; 車輪 (しゃりん) [sharin]: Wheel
類,3,Loại,ルイ,rui,,,種類 (しゅるい) [shurui]: Type; 書類 (しょるい) [shorui]: Document
令,3,Lệnh,レイ,rei,,,命令 (めいれい) [meirei]: Order; 法令 (ほうれい) [hourei]: Laws and ordinances
冷,3,Lãnh,レイ,rei,"つめ.たい, ひ.える, ひ.やす","tsumetai, hieru, hiyasu",冷たい (つめたい) [tsumetai]: Cold; 冷蔵庫 (れいぞうこ) [reizouko]: Refrigerator
例,3,Lệ,レイ,rei,たと.える,tatoeru,例 (れい) [rei]: Example; 例外 (れいがい) [reigai]: Exception
歴,3,Lịch,レキ,reki,,,歴史 (れきし) [rekishi]: History; 履歴書 (りれきしょ) [rirekisho]: Resume
連,3,Liên,レン,ren,"つら.なる, つ.れる","tsuranaru, tsureru",連絡 (れんらく) [renraku]: Contact; 連続 (れんぞく) [renzoku]: Consecutive
老,3,Lão,ロウ,rou,お.いる,oiru,老人 (ろうじん) [roujin]: Elderly person; 老後 (ろうご) [rougo]: Old age
労,3,Lao,ロウ,rou,いたわ.る,itawaru,労働 (ろうどう) [roudou]: Labor; 苦労 (くろう) [kurou]: Hardship
録,3,Lục,ロク,roku,,,記録 (きろく) [kiroku]: Record; 登録 (とうろく) [touroku]: Registration
圧,3,Áp,アツ,,,,圧力 (あつりょく) [atsuryoku]: Pressure; 血圧 (けつあつ) [ketsuatsu]: Blood pressure
移,3,Di,イ,,うつ.る,utsuru,移動 (いどう) [idou]: Movement; 移民 (いみん) [imin]: Immigrant
因,3,Nhân,イン,,よ.る,yoru,原因 (げんいん) [genin]: Cause; 要因 (よういん) [youin]: Factor
永,3,Vĩnh,エイ,,なが.い,nagai,永遠 (えいえん) [eien]: Eternity; 永住 (えいじゅう) [eijuu]: Permanent residence
営,3,Doanh,エイ,,いとな.む,itonamu,営業 (えいぎょう) [eigyou]: Business; 経営 (けいえい) [keiei]: Management
衛,3,Vệ,エイ,,,,衛生 (えいせい) [eisei]: Hygiene; 防衛 (ぼうえい) [bouei]: Defense
易,3,Dịch,エキ,,やさ.しい,yasashii,容易 (ようい) [youi]: Easy; 貿易 (ぼうえき) [boueki]: Trade
益,3,Ích,エキ,,ま.す,masu,利益 (りえき) [rieki]: Profit; 有益 (ゆうえき) [yuueki]: Beneficial
液,3,Dịch,エキ,,,,液体 (えきたい) [ekitai]: Liquid; 血液 (けつえき) [ketsueki]: Blood
演,3,Diễn,エン,,,,演説 (えんぜつ) [enzetsu]: Speech; 演技 (えんぎ) [engi]: Acting
応,3,Ứng,オウ,,こた.える,kotaeru,応援 (おうえん) [ouen]: Support/Cheering; 反応 (はんのう) [hannou]: Reaction
往,3,Vãng,オウ,,,,往復 (おうふく) [oufuku]: Round trip; 往診 (おうしん) [oushin]: Doctor's visit
桜,2,Anh,オウ,,さくら,sakura,桜 (さくら) [sakura]: Cherry blossom; 桜並木 (さくらなみき) [sakuranamiki]: Row of cherry trees
恩,3,Ân,オン,,,,恩 (おん) [on]: Favor/Debt of gratitude; 恩人 (おんじん) [onjin]: Benefactor
可,3,Khả,カ,,べ.き,beki,可能 (かのう) [kanou]: Possible; 許可 (きょか) [kyoka]: Permission
仮,3,Giả,カ,,かり,kari,仮名 (かな) [kana]: Kana; 仮定 (かてい) [katei]: Assumption
価,3,Giá,カ,,あたい,atai,価値 (かち) [kachi]: Value; 価格 (かかく) [kakaku]: Price
河,3,Hà,カ,,かわ,kawa,河川 (かせん) [kasen]: Rivers; 運河 (うんが) [unga]: Canal
過,3,Quá,カ,,す.ぎる,sugiru,過去 (かこ) [kako]: Past; 通過 (つうか) [tsuuka]: Passing
賀,2,Hạ,ガ,,,,年賀状 (ねんがじょう) [nengajou]: New Year's card; 祝賀 (しゅくが) [shukuga]: Celebration
快,3,Khoái,カイ,,こころよ.い,kokoroyoi,快適 (かいてき) [kaiteki]: Comfortable; 快晴 (かいせい) [kaisei]: Clear weather
解,3,Giải,カイ,,と.く,toku,解決 (かいけつ) [kaiketsu]: Solution; 理解 (りかい) [rikai]: Understanding
格,3,Cách,カク,,,,性格 (せいかく) [seikaku]: Personality; 合格 (ごうかく) [goukaku]: Passing exam
確,3,Xác,カク,,たし.か,tashika,確認 (かくにん) [kakunin]: Confirmation; 正確 (せいかく) [seikaku]: Accurate
額,3,Ngạch,ガク,,ひたい,hitai,金額 (きんがく) [kingaku]: Amount of money; 額 (ひたい) [hitai]: Forehead
刊,2,San,カン,,,,週刊 (しゅうかん) [shuukan]: Weekly publication; 朝刊 (ちょうかん) [choukan]: Morning paper
幹,2,Cán,カン,,みき,miki,新幹線 (しんかんせん) [shinkansen]: Bullet train; 幹部 (かんぶ) [kanbu]: Executive
慣,3,Quán,カン,,な.れる,nareru,習慣 (しゅうかん) [shuukan]: Custom/Habit; 見慣れる (みなれる) [minareru]: To be used to seeing
眼,3,Nhãn,ガン,,まなこ,manako,眼鏡 (めがね) [megane]: Glasses; 眼科 (がんか) [ganka]: Ophthalmology
基,3,Cơ,キ,,もと,moto,基本 (きほん) [kihon]: Foundation; 基準 (きじゅん) [kijun]: Standard
寄,3,Ký,キ,,よ.る,yoru,寄付 (きふ) [kifu]: Donation; 立ち寄る (たちよる) [tachiyoru]: To drop by
規,3,Quy,キ,,,,規則 (きそく) [kisoku]: Rule; 規模 (きぼ) [kibo]: Scale
技,3,Kỹ,ギ,,わざ,waza,技術 (ぎじゅつ) [gijutsu]: Technology; 特技 (とくぎ) [tokugi]: Special skill
義,3,Nghĩa,ギ,,,,正義 (せいぎ) [seigi]: Justice; 義務 (ぎむ) [gimu]: Duty
逆,3,Nghịch,ギャク,,さか,saka,逆 (ぎゃく) [gyaku]: Reverse; 逆転 (ぎゃくてん) [gyakuten]: Reversal
久,3,Cửu,キュウ,,ひさ.しい,hisashii,久しぶり (ひさしぶり) [hisashiburi]: Long time no see; 永久 (えいきゅう) [eikyuu]: Permanence
旧,3,Cựu,キュウ,,もと,moto,復旧 (ふっきゅう) [fukkyuu]: Restoration; 旧姓 (きゅうせい) [kyuusei]: Maiden name
居,3,Cư,キョ,,い.る,iru,居間 (いま) [ima]: Living room; 居留守 (いるす) [irusu]: Pretending to be out
許,3,Hứa,キョ,,ゆる.す,yurusu,許可 (きょか) [kyoka]: Permission; 免許 (めんきょ) [menkyo]: License
境,3,Cảnh,キョウ,,さかい,sakai,環境 (かんきょう) [kankyou]: Environment; 国境 (こっきょう) [kokkyou]: Border
均,3,Quân,キン,,,,平均 (へいきん) [heikin]: Average; 均等 (きんとう) [kintou]: Equality
禁,3,Cấm,キン,,,,禁止 (きんし) [kinshi]: Prohibition; 禁煙 (きんえん) [kinen]: No smoking
句,3,Cú,ク,,,,俳句 (はいく) [haiku]: Haiku; 文句 (もんく) [monku]: Complaint
群,2,Quần,グン,,む.れ,mure,群衆 (ぐんしゅう) [gunshuu]: Crowd; 群れ (むれ) [mure]: Flock/Herd
経,3,Kinh,ケイ,,へ.る,heru,経済 (けいざい) [keizai]: Economy; 経験 (けいけん) [keiken]: Experience
潔,2,Khiết,ケツ,,いさぎよ.い,isagiyoi,清潔 (せいけつ) [seiketsu]: Cleanliness; 不潔 (ふけつ) [fuketsu]: Filthy
件,3,Kiện,ケン,,,,事件 (じけん) [jiken]: Incident; 条件 (じょうけん) [jouken]: Condition
券,2,Khoán,ケン,,,,入場券 (にゅうじょうけん) [nyuujouken]: Admission ticket; 定期券 (ていきけん) [teikiken]: Commuter pass
険,3,Hiểm,ケン,,けわ.しい,kewashii,危険 (きけん) [kiken]: Danger; 保険 (ほけん) [hoken]: Insurance
検,3,Kiểm,ケン,,,,検査 (けんさ) [kensa]: Inspection; 検討 (けんとう) [kentou]: Consideration
限,3,Hạn,ゲン,,かぎ.る,kagiru,限界 (げんかい) [genkai]: Limit; 制限 (せいげん) [seigen]: Restriction
現,3,Hiện,ゲン,,あらわ.れる,arawareru,現在 (げんざい) [genzai]: Present; 現金 (げんきん) [genkin]: Cash
減,3,Giảm,ゲン,,へ.る,heru,減少 (げんしょう) [genshou]: Decrease; 加減 (かげん) [kagen]: Adjustment
故,3,Cố,コ,ゆえ,,yue,事故 (じこ) [jiko]: Accident; 故障 (こしょう) [koshou]: Breakdown
個,3,Cá,コ,,,,個人 (こじん) [kojin]: Individual; 個性 (こせい) [kosei]: Individuality
護,3,Hộ,ゴ,,,,看護師 (かんごし) [kangoshi]: Nurse; 弁護士 (べんごし) [bengoshi]: Lawyer
効,3,Hiệu,コウ,,き.く,kiku,効果 (こうか) [kouka]: Effect; 有効 (ゆうこう) [yuukou]: Valid
厚,3,Hậu,コウ,,あつ.い,atsui,厚い (あつい) [atsui]: Thick; 厚生 (こうせい) [kousei]: Welfare
耕,1,Canh,コウ,,たがや.す,tagayasu,耕す (たがやす) [tagayasu]: To till; 耕地 (こうち) [kouchi]: Arable land
鉱,3,Khoáng,コウ,,,,鉱物 (こうぶつ) [koubutsu]: Mineral; 炭鉱 (たんこう) [tankou]: Coal mine
構,3,Cấu,コウ,,かま.える,kamaeru,構造 (こうぞう) [kouzou]: Structure; 構成 (こうせい) [kousei]: Composition
興,3,Hưng,コウ,,おこ.る,okoru,興味 (きょうみ) [kyoumi]: Interest; 復興 (ふっこう) [fukkou]: Reconstruction
講,3,Giảng,コウ,,,,講義 (こうぎ) [kougi]: Lecture; 講演 (こうえん) [kouen]: Lecture/Speech
混,3,Hỗn,コン,,ま.じる,majiru,混雑 (こんざつ) [konzatsu]: Congestion; 混乱 (こんらん) [konran]: Confusion
査,3,Tra,サ,,,,調査 (ちょうさ) [chousa]: Investigation; 検査 (けんさ) [kensa]: Inspection
再,3,Tái,サイ,,ふたた.び,futatabi,再来週 (さらいしゅう) [saraishuu]: Week after next; 再開 (さいかい) [saikai]: Reopening
災,2,Tai,サイ,,わざわ.い,wazawai,火災 (かさい) [kasai]: Fire disaster; 災難 (さいなん) [sainan]: Calamity
妻,3,Thê,サイ,,つま,tsuma,妻 (つま) [tsuma]: Wife; 夫妻 (ふさい) [fusai]: Husband and wife
採,3,Thải,サイ,,と.る,toru,採用 (さいよう) [saiyou]: Adoption/Employment; 採点 (さいてん) [saiten]: Grading/Marking
際,3,Tế,サイ,,きわ,kiwa,国際 (こくさい) [kokusai]: International; 実際 (じっさい) [jissai]: Actually/Reality
在,3,Tại,ザイ,,あ.る,aru,現在 (げんざい) [genzai]: Present time; 存在 (そんざい) [sonzai]: Existence
財,3,Tài,ザイ,,,,財布 (さいふ) [saifu]: Wallet; 財産 (ざいさん) [zaisan]: Property/Fortune
罪,3,Tội,ザイ,,つみ,tsumi,犯罪 (はんざい) [hanzai]: Crime; 罪 (つみ) [tsumi]: Sin/Crime
雑,3,Tạp,ザツ,,,,雑誌 (ざっし) [zasshi]: Magazine; 複雑 (ふくざつ) [fukuzatsu]: Complicated
酸,2,Toan,サン,,す.い,sui,酸素 (さんそ) [sanso]: Oxygen; 酸性 (さんせい) [sansei]: Acidity
賛,3,Tán,サン,,,,賛成 (さんせい) [sansei]: Agreement; 賞賛 (しょうさん) [shousan]: Praise
支,3,Chi,シ,,ささ.える,sasaeru,支店 (してん) [shiten]: Branch office; 支払う (しはらう) [shiharau]: To pay
志,2,Chí,シ,,こころざし,kokorozashi,意志 (いし) [ishi]: Will/Volition; 志望 (しぼう) [shibou]: Ambition/Choice
枝,3,Chi,シ,,えだ,eda,枝 (えだ) [eda]: Branch/Twig; 小枝 (こえだ) [koeda]: Twig
師,3,Sư,シ,,,,教師 (きょうし) [kyoushi]: Teacher; 医師 (いし) [ishi]: Doctor
資,3,Tư,シ,,,,資料 (しりょう) [shiryou]: Materials/Data; 資格 (しかく) [shikaku]: Qualification
飼,3,Tự,シ,,か.う,kau,飼う (かう) [kau]: To keep (a pet); 飼育 (しいく) [shiiku]: Breeding/Raising
示,3,Thị,ジ,,しめ.す,shimesu,示す (しめす) [shimesu]: To show/indicate; 指示 (しじ) [shiji]: Instruction
似,3,Tự,ジ,,に.る,niru,似る (にる) [niru]: To resemble; 真似 (まね) [mane]: Imitation
識,3,Thức,シキ,,,,知識 (ちしき) [chishiki]: Knowledge; 常識 (じょうしき) [joushiki]: Common sense
質,3,Chất,シツ,,,,質問 (しつもん) [shitsumon]: Question; 品質 (ひんしつ) [hinshitsu]: Quality
舎,2,Xá,シャ,,,,宿舎 (しゅくしゃ) [shukusha]: Dormitory/Lodging; 校舎 (こうしゃ) [kousha]: School building
謝,3,Tạ,シャ,,あやま.る,ayamaru,感謝 (かんしゃ) [kansha]: Gratitude; 謝る (あやまる) [ayamaru]: To apologize
授,3,Thụ,ジュ,,さず.ける,sazukeru,授業 (じゅぎょう) [jugyou]: Class/Lesson; 教授 (きょうじゅ) [kyouju]: Professor
修,3,Tu,シュウ,,おさ.める,osameru,修理 (しゅうり) [shuuri]: Repair; 研修 (けんしゅう) [kenshuu]: Training
述,3,Thuật,ジュツ,,の.べる,noberu,述べる (のべる) [noberu]: To state/mention; 記述 (きじゅつ) [kijutsu]: Description
術,3,Thuật,ジュツ,,すべ,sube,技術 (ぎじゅつ) [gijutsu]: Technology; 美術 (びじゅつ) [bijutsu]: Art
準,3,Chuẩn,ジュン,,,,準備 (じゅんび) [junbi]: Preparation; 基準 (きじゅん) [kijun]: Standard
序,2,Tự,ジョ,,つい.で,tsuide,順序 (じゅんじょ) [junjo]: Order/Sequence; 序文 (じょぶん) [jobun]: Preface
招,3,Chiêu,ショウ,,まね.く,maneku,招待 (しょうたい) [shoutai]: Invitation; 招く (まねく) [maneku]: To invite/beckon
